CrossSearchBayesianSkopt: New best config found. Config 0: {'num_factors': 414, 'n_oversamples': 14, 'n_iter': 27, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.066891±0.0011, PRECISION: 0.009143±0.0001, PRECISION_RECALL_MIN_DEN: 0.091434±0.0013, RECALL: 0.091434±0.0013, MAP: 0.048182±0.0009, MRR: 0.048182±0.0009, NDCG: 0.058418±0.0009, F1: 0.016624±0.0002, HIT_RATE: 0.091434±0.0013, ARHR: 0.048182±0.0009, RMSE: 0.902859±0.0019, NOVELTY: 0.006104±0.0000, AVERAGE_POPULARITY: 0.342888±0.0029, DIVERSITY_MEAN_INTER_LIST: 0.981682±0.0001, DIVERSITY_HERFINDAHL: 0.998163±0.0000, COVERAGE_ITEM: 0.489224±0.0037, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.135801±0.0003, SHANNON_ENTROPY: 10.171918±0.0077, 
CrossSearchBayesianSkopt: Config 140 is suboptimal. Config: {'num_factors': 360, 'n_oversamples': 1, 'n_iter': 1, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.053971±0.0017, PRECISION: 0.007271±0.0002, PRECISION_RECALL_MIN_DEN: 0.072708±0.0019, RECALL: 0.072708±0.0019, MAP: 0.039765±0.0012, MRR: 0.039765±0.0012, NDCG: 0.047559±0.0013, F1: 0.013220±0.0003, HIT_RATE: 0.072708±0.0019, ARHR: 0.039765±0.0012, RMSE: 0.901144±0.0013, NOVELTY: 0.005862±0.0000, AVERAGE_POPULARITY: 0.393647±0.0036, DIVERSITY_MEAN_INTER_LIST: 0.976348±0.0002, DIVERSITY_HERFINDAHL: 0.997629±0.0000, COVERAGE_ITEM: 0.377529±0.0056, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.109974±0.0004, SHANNON_ENTROPY: 9.621528±0.0120, 
CrossSearchBayesianSkopt: Config 141 is suboptimal. Config: {'num_factors': 623, 'n_oversamples': 30, 'n_iter': 29, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.070214±0.0010, PRECISION: 0.009289±0.0001, PRECISION_RECALL_MIN_DEN: 0.092892±0.0014, RECALL: 0.092892±0.0014, MAP: 0.051490±0.0009, MRR: 0.051490±0.0009, NDCG: 0.061339±0.0009, F1: 0.016889±0.0003, HIT_RATE: 0.092892±0.0014, ARHR: 0.051490±0.0009, RMSE: 0.913923±0.0026, NOVELTY: 0.006209±0.0000, AVERAGE_POPULARITY: 0.277305±0.0015, DIVERSITY_MEAN_INTER_LIST: 0.988986±0.0000, DIVERSITY_HERFINDAHL: 0.998893±0.0000, COVERAGE_ITEM: 0.453917±0.0030, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.160157±0.0006, SHANNON_ENTROPY: 10.612075±0.0042, 
CrossSearchBayesianSkopt: Config 142 is suboptimal. Config: {'num_factors': 698, 'n_oversamples': 30, 'n_iter': 1, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.063410±0.0007, PRECISION: 0.008355±0.0001, PRECISION_RECALL_MIN_DEN: 0.083552±0.0008, RECALL: 0.083552±0.0008, MAP: 0.047218±0.0006, MRR: 0.047218±0.0006, NDCG: 0.055851±0.0006, F1: 0.015191±0.0001, HIT_RATE: 0.083552±0.0008, ARHR: 0.047218±0.0006, RMSE: 0.896856±0.0014, NOVELTY: 0.006015±0.0000, AVERAGE_POPULARITY: 0.325991±0.0029, DIVERSITY_MEAN_INTER_LIST: 0.985539±0.0001, DIVERSITY_HERFINDAHL: 0.998548±0.0000, COVERAGE_ITEM: 0.376902±0.0051, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.143472±0.0007, SHANNON_ENTROPY: 10.212062±0.0065, 
CrossSearchBayesianSkopt: Config 143 is suboptimal. Config: {'num_factors': 559, 'n_oversamples': 1, 'n_iter': 30, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.061455±0.0005, PRECISION: 0.007911±0.0001, PRECISION_RECALL_MIN_DEN: 0.079109±0.0008, RECALL: 0.079109±0.0008, MAP: 0.045664±0.0003, MRR: 0.045664±0.0003, NDCG: 0.053659±0.0003, F1: 0.014383±0.0001, HIT_RATE: 0.079109±0.0008, ARHR: 0.045664±0.0003, RMSE: 0.944942±0.0026, NOVELTY: 0.006283±0.0000, AVERAGE_POPULARITY: 0.192263±0.0016, DIVERSITY_MEAN_INTER_LIST: 0.990788±0.0000, DIVERSITY_HERFINDAHL: 0.999073±0.0000, COVERAGE_ITEM: 0.135399±0.0005, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.400650±0.0021, SHANNON_ENTROPY: 10.387023±0.0033, 
CrossSearchBayesianSkopt: Config 144 is suboptimal. Config: {'num_factors': 614, 'n_oversamples': 30, 'n_iter': 30, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.070293±0.0010, PRECISION: 0.009305±0.0002, PRECISION_RECALL_MIN_DEN: 0.093052±0.0015, RECALL: 0.093052±0.0015, MAP: 0.051334±0.0008, MRR: 0.051334±0.0008, NDCG: 0.061263±0.0009, F1: 0.016918±0.0003, HIT_RATE: 0.093052±0.0015, ARHR: 0.051334±0.0008, RMSE: 0.913584±0.0027, NOVELTY: 0.006203±0.0000, AVERAGE_POPULARITY: 0.280253±0.0019, DIVERSITY_MEAN_INTER_LIST: 0.988750±0.0000, DIVERSITY_HERFINDAHL: 0.998869±0.0000, COVERAGE_ITEM: 0.454707±0.0028, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.158643±0.0006, SHANNON_ENTROPY: 10.592470±0.0027, 
CrossSearchBayesianSkopt: Config 145 is suboptimal. Config: {'num_factors': 180, 'n_oversamples': 30, 'n_iter': 30, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.058711±0.0009, PRECISION: 0.007866±0.0001, PRECISION_RECALL_MIN_DEN: 0.078665±0.0012, RECALL: 0.078665±0.0012, MAP: 0.043132±0.0009, MRR: 0.043132±0.0009, NDCG: 0.051559±0.0009, F1: 0.014303±0.0002, HIT_RATE: 0.078665±0.0012, ARHR: 0.043132±0.0009, RMSE: 0.943503±0.0019, NOVELTY: 0.005808±0.0000, AVERAGE_POPULARITY: 0.348508±0.0022, DIVERSITY_MEAN_INTER_LIST: 0.976374±0.0001, DIVERSITY_HERFINDAHL: 0.997632±0.0000, COVERAGE_ITEM: 0.057735±0.0004, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.379714±0.0024, SHANNON_ENTROPY: 9.088319±0.0046, 
CrossSearchBayesianSkopt: Config 146 is suboptimal. Config: {'num_factors': 699, 'n_oversamples': 27, 'n_iter': 30, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.060142±0.0008, PRECISION: 0.007708±0.0001, PRECISION_RECALL_MIN_DEN: 0.077082±0.0009, RECALL: 0.077082±0.0009, MAP: 0.045191±0.0003, MRR: 0.045191±0.0003, NDCG: 0.052814±0.0005, F1: 0.014015±0.0002, HIT_RATE: 0.077082±0.0009, ARHR: 0.045191±0.0003, RMSE: 0.945339±0.0026, NOVELTY: 0.006401±0.0000, AVERAGE_POPULARITY: 0.166198±0.0013, DIVERSITY_MEAN_INTER_LIST: 0.992430±0.0000, DIVERSITY_HERFINDAHL: 0.999237±0.0000, COVERAGE_ITEM: 0.162736±0.0007, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.404842±0.0022, SHANNON_ENTROPY: 10.666045±0.0029, 
CrossSearchBayesianSkopt: Config 147 is suboptimal. Config: {'num_factors': 608, 'n_oversamples': 30, 'n_iter': 30, 'feature_weighting': 'none'} - results: ROC_AUC: 0.063344±0.0006, PRECISION: 0.008278±0.0001, PRECISION_RECALL_MIN_DEN: 0.082777±0.0006, RECALL: 0.082777±0.0006, MAP: 0.046852±0.0009, MRR: 0.046852±0.0009, NDCG: 0.055416±0.0008, F1: 0.015050±0.0001, HIT_RATE: 0.082777±0.0006, ARHR: 0.046852±0.0009, RMSE: 0.930708±0.0011, NOVELTY: 0.006214±0.0000, AVERAGE_POPULARITY: 0.239150±0.0019, DIVERSITY_MEAN_INTER_LIST: 0.988702±0.0000, DIVERSITY_HERFINDAHL: 0.998865±0.0000, COVERAGE_ITEM: 0.389392±0.0032, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.153893±0.0009, SHANNON_ENTROPY: 10.402789±0.0031, 
CrossSearchBayesianSkopt: Config 148 is suboptimal. Config: {'num_factors': 700, 'n_oversamples': 30, 'n_iter': 30, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.070572±0.0006, PRECISION: 0.009315±0.0001, PRECISION_RECALL_MIN_DEN: 0.093154±0.0008, RECALL: 0.093154±0.0008, MAP: 0.052053±0.0007, MRR: 0.052053±0.0007, NDCG: 0.061828±0.0006, F1: 0.016937±0.0001, HIT_RATE: 0.093154±0.0008, ARHR: 0.052053±0.0007, RMSE: 0.917296±0.0028, NOVELTY: 0.006269±0.0000, AVERAGE_POPULARITY: 0.254228±0.0018, DIVERSITY_MEAN_INTER_LIST: 0.990655±0.0000, DIVERSITY_HERFINDAHL: 0.999060±0.0000, COVERAGE_ITEM: 0.454674±0.0019, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.173392±0.0004, SHANNON_ENTROPY: 10.784259±0.0029, 
CrossSearchBayesianSkopt: Config 149 is suboptimal. Config: {'num_factors': 403, 'n_oversamples': 30, 'n_iter': 30, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.061977±0.0004, PRECISION: 0.008016±0.0000, PRECISION_RECALL_MIN_DEN: 0.080157±0.0004, RECALL: 0.080157±0.0004, MAP: 0.045759±0.0006, MRR: 0.045759±0.0006, NDCG: 0.053981±0.0005, F1: 0.014574±0.0001, HIT_RATE: 0.080157±0.0004, ARHR: 0.045759±0.0006, RMSE: 0.944937±0.0026, NOVELTY: 0.006128±0.0000, AVERAGE_POPULARITY: 0.232868±0.0018, DIVERSITY_MEAN_INTER_LIST: 0.987802±0.0000, DIVERSITY_HERFINDAHL: 0.998775±0.0000, COVERAGE_ITEM: 0.103704±0.0005, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.396464±0.0021, SHANNON_ENTROPY: 9.988533±0.0029, 
CrossSearchBayesianSkopt: Search complete. Best config is 125: {'num_factors': 700, 'n_oversamples': 1, 'n_iter': 30, 'feature_weighting': 'TF-IDF'}
