CrossSearchBayesianSkopt: New best config found. Config 0: {'topK': 547, 'shrink': 603, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.4283654890234154, 'feature_weighting': 'none'} - results: ROC_AUC: 0.053363±0.0012, PRECISION: 0.007358±0.0002, PRECISION_RECALL_MIN_DEN: 0.073585±0.0015, RECALL: 0.073585±0.0015, MAP: 0.039614±0.0010, MRR: 0.039614±0.0010, NDCG: 0.047604±0.0011, F1: 0.013379±0.0003, HIT_RATE: 0.073585±0.0015, ARHR: 0.039614±0.0010, RMSE: 0.957146±0.0003, NOVELTY: 0.005198±0.0000, AVERAGE_POPULARITY: 0.686627±0.0056, DIVERSITY_MEAN_INTER_LIST: 0.800476±0.0005, DIVERSITY_HERFINDAHL: 0.980043±0.0000, COVERAGE_ITEM: 0.269889±0.0034, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.062608±0.0005, SHANNON_ENTROPY: 7.121471±0.0073, 
CrossSearchBayesianSkopt: Config 135 is suboptimal. Config: {'topK': 977, 'shrink': 1093, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.008488391329757762, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.064778±0.0012, PRECISION: 0.008840±0.0002, PRECISION_RECALL_MIN_DEN: 0.088404±0.0017, RECALL: 0.088404±0.0017, MAP: 0.047734±0.0012, MRR: 0.047734±0.0012, NDCG: 0.057328±0.0012, F1: 0.016073±0.0003, HIT_RATE: 0.088404±0.0017, ARHR: 0.047734±0.0012, RMSE: 1.907758±0.0108, NOVELTY: 0.005343±0.0000, AVERAGE_POPULARITY: 0.611675±0.0049, DIVERSITY_MEAN_INTER_LIST: 0.869482±0.0003, DIVERSITY_HERFINDAHL: 0.986943±0.0000, COVERAGE_ITEM: 0.316864±0.0022, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.076081±0.0004, SHANNON_ENTROPY: 7.879540±0.0066, 
CrossSearchBayesianSkopt: Config 136 is suboptimal. Config: {'topK': 1000, 'shrink': 2000, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.796160845128082, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.074844±0.0010, PRECISION: 0.010009±0.0001, PRECISION_RECALL_MIN_DEN: 0.100091±0.0011, RECALL: 0.100091±0.0011, MAP: 0.054318±0.0007, MRR: 0.054318±0.0007, NDCG: 0.065194±0.0008, F1: 0.018198±0.0002, HIT_RATE: 0.100091±0.0011, ARHR: 0.054318±0.0007, RMSE: 0.822534±0.0014, NOVELTY: 0.006633±0.0000, AVERAGE_POPULARITY: 0.253572±0.0018, DIVERSITY_MEAN_INTER_LIST: 0.987815±0.0001, DIVERSITY_HERFINDAHL: 0.998776±0.0000, COVERAGE_ITEM: 0.652544±0.0010, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.304261±0.0005, SHANNON_ENTROPY: 11.596484±0.0061, 
CrossSearchBayesianSkopt: Config 137 is suboptimal. Config: {'topK': 1000, 'shrink': 2000, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.7962643228907855, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.074845±0.0010, PRECISION: 0.010007±0.0001, PRECISION_RECALL_MIN_DEN: 0.100068±0.0011, RECALL: 0.100068±0.0011, MAP: 0.054316±0.0007, MRR: 0.054316±0.0007, NDCG: 0.065187±0.0008, F1: 0.018194±0.0002, HIT_RATE: 0.100068±0.0011, ARHR: 0.054316±0.0007, RMSE: 0.822533±0.0014, NOVELTY: 0.006634±0.0000, AVERAGE_POPULARITY: 0.253546±0.0018, DIVERSITY_MEAN_INTER_LIST: 0.987817±0.0001, DIVERSITY_HERFINDAHL: 0.998776±0.0000, COVERAGE_ITEM: 0.652555±0.0010, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.304277±0.0005, SHANNON_ENTROPY: 11.596684±0.0060, 
CrossSearchBayesianSkopt: Config 138 is suboptimal. Config: {'topK': 129, 'shrink': 1985, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.944143667533495, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.063539±0.0007, PRECISION: 0.008282±0.0001, PRECISION_RECALL_MIN_DEN: 0.082823±0.0007, RECALL: 0.082823±0.0007, MAP: 0.046218±0.0003, MRR: 0.046218±0.0003, NDCG: 0.054975±0.0004, F1: 0.015059±0.0001, HIT_RATE: 0.082823±0.0007, ARHR: 0.046218±0.0003, RMSE: 0.860899±0.0017, NOVELTY: 0.007153±0.0000, AVERAGE_POPULARITY: 0.118521±0.0007, DIVERSITY_MEAN_INTER_LIST: 0.995223±0.0000, DIVERSITY_HERFINDAHL: 0.999517±0.0000, COVERAGE_ITEM: 0.666288±0.0022, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.382993±0.0007, SHANNON_ENTROPY: 12.330174±0.0067, 
CrossSearchBayesianSkopt: Config 139 is suboptimal. Config: {'topK': 1000, 'shrink': 2000, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.8023518340647698, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.074819±0.0010, PRECISION: 0.010011±0.0001, PRECISION_RECALL_MIN_DEN: 0.100114±0.0010, RECALL: 0.100114±0.0010, MAP: 0.054269±0.0008, MRR: 0.054269±0.0008, NDCG: 0.065162±0.0008, F1: 0.018203±0.0002, HIT_RATE: 0.100114±0.0010, ARHR: 0.054269±0.0008, RMSE: 0.822409±0.0014, NOVELTY: 0.006639±0.0000, AVERAGE_POPULARITY: 0.252074±0.0018, DIVERSITY_MEAN_INTER_LIST: 0.987963±0.0001, DIVERSITY_HERFINDAHL: 0.998791±0.0000, COVERAGE_ITEM: 0.652868±0.0009, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.305348±0.0004, SHANNON_ENTROPY: 11.607580±0.0058, 
CrossSearchBayesianSkopt: Config 140 is suboptimal. Config: {'topK': 60, 'shrink': 1087, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.9754975139182571, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.075463±0.0009, PRECISION: 0.010226±0.0001, PRECISION_RECALL_MIN_DEN: 0.102255±0.0009, RECALL: 0.102255±0.0009, MAP: 0.055032±0.0007, MRR: 0.055032±0.0007, NDCG: 0.066209±0.0007, F1: 0.018592±0.0002, HIT_RATE: 0.102255±0.0009, ARHR: 0.055032±0.0007, RMSE: 1.167638±0.0061, NOVELTY: 0.005977±0.0000, AVERAGE_POPULARITY: 0.378462±0.0033, DIVERSITY_MEAN_INTER_LIST: 0.971455±0.0003, DIVERSITY_HERFINDAHL: 0.997140±0.0000, COVERAGE_ITEM: 0.528273±0.0012, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.165584±0.0005, SHANNON_ENTROPY: 10.211661±0.0103, 
CrossSearchBayesianSkopt: Config 141 is suboptimal. Config: {'topK': 26, 'shrink': 5, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.0898189279785684, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.076011±0.0008, PRECISION: 0.010280±0.0001, PRECISION_RECALL_MIN_DEN: 0.102802±0.0011, RECALL: 0.102802±0.0011, MAP: 0.055383±0.0007, MRR: 0.055383±0.0007, NDCG: 0.066614±0.0008, F1: 0.018691±0.0002, HIT_RATE: 0.102802±0.0011, ARHR: 0.055383±0.0007, RMSE: 140.388372±0.8953, NOVELTY: 0.006119±0.0000, AVERAGE_POPULARITY: 0.336818±0.0027, DIVERSITY_MEAN_INTER_LIST: 0.978964±0.0002, DIVERSITY_HERFINDAHL: 0.997891±0.0000, COVERAGE_ITEM: 0.560930±0.0021, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.185832±0.0009, SHANNON_ENTROPY: 10.580338±0.0116, 
CrossSearchBayesianSkopt: Config 142 is suboptimal. Config: {'topK': 1000, 'shrink': 2000, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.7990237147436164, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.074816±0.0010, PRECISION: 0.010009±0.0001, PRECISION_RECALL_MIN_DEN: 0.100091±0.0011, RECALL: 0.100091±0.0011, MAP: 0.054282±0.0008, MRR: 0.054282±0.0008, NDCG: 0.065166±0.0008, F1: 0.018198±0.0002, HIT_RATE: 0.100091±0.0011, ARHR: 0.054282±0.0008, RMSE: 0.822481±0.0014, NOVELTY: 0.006636±0.0000, AVERAGE_POPULARITY: 0.252878±0.0018, DIVERSITY_MEAN_INTER_LIST: 0.987882±0.0001, DIVERSITY_HERFINDAHL: 0.998783±0.0000, COVERAGE_ITEM: 0.652739±0.0010, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.304744±0.0004, SHANNON_ENTROPY: 11.601635±0.0059, 
CrossSearchBayesianSkopt: Config 143 is suboptimal. Config: {'topK': 1000, 'shrink': 2000, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.7991532675048199, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.074816±0.0010, PRECISION: 0.010009±0.0001, PRECISION_RECALL_MIN_DEN: 0.100091±0.0011, RECALL: 0.100091±0.0011, MAP: 0.054283±0.0008, MRR: 0.054283±0.0008, NDCG: 0.065166±0.0008, F1: 0.018198±0.0002, HIT_RATE: 0.100091±0.0011, ARHR: 0.054283±0.0008, RMSE: 0.822477±0.0014, NOVELTY: 0.006636±0.0000, AVERAGE_POPULARITY: 0.252836±0.0018, DIVERSITY_MEAN_INTER_LIST: 0.987887±0.0001, DIVERSITY_HERFINDAHL: 0.998783±0.0000, COVERAGE_ITEM: 0.652749±0.0010, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.304766±0.0004, SHANNON_ENTROPY: 11.601919±0.0059, 
CrossSearchBayesianSkopt: Config 144 is suboptimal. Config: {'topK': 1000, 'shrink': 2000, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.7991227702643712, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.074816±0.0010, PRECISION: 0.010009±0.0001, PRECISION_RECALL_MIN_DEN: 0.100091±0.0011, RECALL: 0.100091±0.0011, MAP: 0.054283±0.0008, MRR: 0.054283±0.0008, NDCG: 0.065166±0.0008, F1: 0.018198±0.0002, HIT_RATE: 0.100091±0.0011, ARHR: 0.054283±0.0008, RMSE: 0.822478±0.0014, NOVELTY: 0.006636±0.0000, AVERAGE_POPULARITY: 0.252839±0.0018, DIVERSITY_MEAN_INTER_LIST: 0.987887±0.0001, DIVERSITY_HERFINDAHL: 0.998783±0.0000, COVERAGE_ITEM: 0.652739±0.0010, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.304767±0.0004, SHANNON_ENTROPY: 11.601895±0.0059, 
CrossSearchBayesianSkopt: Config 145 is suboptimal. Config: {'topK': 74, 'shrink': 1958, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.9878085360563, 'feature_weighting': 'none'} - results: ROC_AUC: 0.062346±0.0011, PRECISION: 0.008359±0.0001, PRECISION_RECALL_MIN_DEN: 0.083586±0.0012, RECALL: 0.083586±0.0012, MAP: 0.046250±0.0010, MRR: 0.046250±0.0010, NDCG: 0.055086±0.0011, F1: 0.015197±0.0002, HIT_RATE: 0.083586±0.0012, ARHR: 0.046250±0.0010, RMSE: 0.992402±0.0001, NOVELTY: 0.005829±0.0000, AVERAGE_POPULARITY: 0.423424±0.0039, DIVERSITY_MEAN_INTER_LIST: 0.961099±0.0001, DIVERSITY_HERFINDAHL: 0.996104±0.0000, COVERAGE_ITEM: 0.480227±0.0029, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.133445±0.0004, SHANNON_ENTROPY: 9.697333±0.0085, 
CrossSearchBayesianSkopt: Config 146 is suboptimal. Config: {'topK': 1000, 'shrink': 2000, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.8017790858386832, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.074817±0.0010, PRECISION: 0.010011±0.0001, PRECISION_RECALL_MIN_DEN: 0.100114±0.0011, RECALL: 0.100114±0.0011, MAP: 0.054273±0.0008, MRR: 0.054273±0.0008, NDCG: 0.065165±0.0008, F1: 0.018203±0.0002, HIT_RATE: 0.100114±0.0011, ARHR: 0.054273±0.0008, RMSE: 0.822421±0.0014, NOVELTY: 0.006639±0.0000, AVERAGE_POPULARITY: 0.252223±0.0018, DIVERSITY_MEAN_INTER_LIST: 0.987948±0.0001, DIVERSITY_HERFINDAHL: 0.998789±0.0000, COVERAGE_ITEM: 0.652858±0.0009, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.305227±0.0004, SHANNON_ENTROPY: 11.606482±0.0057, 
CrossSearchBayesianSkopt: Config 147 is suboptimal. Config: {'topK': 1000, 'shrink': 2000, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.8018157640944666, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.074817±0.0010, PRECISION: 0.010011±0.0001, PRECISION_RECALL_MIN_DEN: 0.100114±0.0011, RECALL: 0.100114±0.0011, MAP: 0.054273±0.0008, MRR: 0.054273±0.0008, NDCG: 0.065165±0.0008, F1: 0.018203±0.0002, HIT_RATE: 0.100114±0.0011, ARHR: 0.054273±0.0008, RMSE: 0.822420±0.0014, NOVELTY: 0.006639±0.0000, AVERAGE_POPULARITY: 0.252212±0.0018, DIVERSITY_MEAN_INTER_LIST: 0.987949±0.0001, DIVERSITY_HERFINDAHL: 0.998789±0.0000, COVERAGE_ITEM: 0.652858±0.0009, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.305236±0.0004, SHANNON_ENTROPY: 11.606558±0.0057, 
CrossSearchBayesianSkopt: Config 148 is suboptimal. Config: {'topK': 10, 'shrink': 1967, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.97138225825707, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.075224±0.0011, PRECISION: 0.010126±0.0001, PRECISION_RECALL_MIN_DEN: 0.101264±0.0011, RECALL: 0.101264±0.0011, MAP: 0.054954±0.0011, MRR: 0.054954±0.0011, NDCG: 0.065928±0.0010, F1: 0.018412±0.0002, HIT_RATE: 0.101264±0.0011, ARHR: 0.054954±0.0011, RMSE: 1.065744±0.0056, NOVELTY: 0.006198±0.0000, AVERAGE_POPULARITY: 0.300930±0.0021, DIVERSITY_MEAN_INTER_LIST: 0.984705±0.0002, DIVERSITY_HERFINDAHL: 0.998465±0.0000, COVERAGE_ITEM: 0.567472±0.0012, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.181566±0.0008, SHANNON_ENTROPY: 10.796321±0.0078, 
CrossSearchBayesianSkopt: New best config found. Config 149: {'topK': 4, 'shrink': 1981, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.023846382470785306, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.078921±0.0010, PRECISION: 0.010125±0.0002, PRECISION_RECALL_MIN_DEN: 0.101253±0.0016, RECALL: 0.101253±0.0016, MAP: 0.058194±0.0006, MRR: 0.058194±0.0006, NDCG: 0.068507±0.0008, F1: 0.018410±0.0003, HIT_RATE: 0.101253±0.0016, ARHR: 0.058194±0.0006, RMSE: 0.943731±0.0017, NOVELTY: 0.006917±0.0000, AVERAGE_POPULARITY: 0.179421±0.0011, DIVERSITY_MEAN_INTER_LIST: 0.970823±0.0004, DIVERSITY_HERFINDAHL: 0.997077±0.0000, COVERAGE_ITEM: 0.625369±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.223261±0.0006, SHANNON_ENTROPY: 11.025887±0.0103, 
CrossSearchBayesianSkopt: Search complete. Best config is 149: {'topK': 4, 'shrink': 1981, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.023846382470785306, 'feature_weighting': 'TF-IDF'}
