CrossSearchBayesianSkopt: New best config found. Config 0: {'topK': 605, 'shrink': 840, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.049696±0.0012, PRECISION: 0.006939±0.0002, PRECISION_RECALL_MIN_DEN: 0.069390±0.0016, RECALL: 0.069390±0.0016, MAP: 0.035885±0.0010, MRR: 0.035885±0.0010, NDCG: 0.043776±0.0011, F1: 0.012616±0.0003, HIT_RATE: 0.069390±0.0016, ARHR: 0.035885±0.0010, RMSE: 0.975580±0.0002, NOVELTY: 0.005300±0.0000, AVERAGE_POPULARITY: 0.626583±0.0069, DIVERSITY_MEAN_INTER_LIST: 0.850619±0.0015, DIVERSITY_HERFINDAHL: 0.985058±0.0001, COVERAGE_ITEM: 0.389630±0.0066, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.064997±0.0005, SHANNON_ENTROPY: 7.646796±0.0115, 
CrossSearchBayesianSkopt: Config 140 is suboptimal. Config: {'topK': 2, 'shrink': 337, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.058957±0.0011, PRECISION: 0.008029±0.0001, PRECISION_RECALL_MIN_DEN: 0.080288±0.0015, RECALL: 0.080288±0.0015, MAP: 0.042091±0.0008, MRR: 0.042091±0.0008, NDCG: 0.051149±0.0009, F1: 0.014598±0.0003, HIT_RATE: 0.080288±0.0015, ARHR: 0.042091±0.0008, RMSE: 0.993491±0.0001, NOVELTY: 0.006308±0.0000, AVERAGE_POPULARITY: 0.241983±0.0026, DIVERSITY_MEAN_INTER_LIST: 0.978234±0.0001, DIVERSITY_HERFINDAHL: 0.997819±0.0000, COVERAGE_ITEM: 0.447202±0.0041, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.166555±0.0010, SHANNON_ENTROPY: 10.455419±0.0042, 
CrossSearchBayesianSkopt: Config 141 is suboptimal. Config: {'topK': 2, 'shrink': 1625, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.061032±0.0011, PRECISION: 0.008027±0.0001, PRECISION_RECALL_MIN_DEN: 0.080269±0.0013, RECALL: 0.080269±0.0013, MAP: 0.044603±0.0012, MRR: 0.044603±0.0012, NDCG: 0.053102±0.0012, F1: 0.014594±0.0002, HIT_RATE: 0.080269±0.0013, ARHR: 0.044603±0.0012, RMSE: 0.996538±0.0001, NOVELTY: 0.006720±0.0000, AVERAGE_POPULARITY: 0.160665±0.0015, DIVERSITY_MEAN_INTER_LIST: 0.982787±0.0001, DIVERSITY_HERFINDAHL: 0.998274±0.0000, COVERAGE_ITEM: 0.692685±0.0025, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.248480±0.0008, SHANNON_ENTROPY: 11.516296±0.0038, 
CrossSearchBayesianSkopt: New best config found. Config 142: {'topK': 11, 'shrink': 1990, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.065144±0.0010, PRECISION: 0.008859±0.0001, PRECISION_RECALL_MIN_DEN: 0.088593±0.0010, RECALL: 0.088593±0.0010, MAP: 0.046916±0.0009, MRR: 0.046916±0.0009, NDCG: 0.056790±0.0009, F1: 0.016108±0.0002, HIT_RATE: 0.088593±0.0010, ARHR: 0.046916±0.0009, RMSE: 0.995510±0.0000, NOVELTY: 0.006668±0.0000, AVERAGE_POPULARITY: 0.196367±0.0018, DIVERSITY_MEAN_INTER_LIST: 0.991724±0.0000, DIVERSITY_HERFINDAHL: 0.999168±0.0000, COVERAGE_ITEM: 0.778924±0.0013, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.277557±0.0009, SHANNON_ENTROPY: 11.864168±0.0082, 
CrossSearchBayesianSkopt: Config 143 is suboptimal. Config: {'topK': 2, 'shrink': 662, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.059881±0.0007, PRECISION: 0.007972±0.0001, PRECISION_RECALL_MIN_DEN: 0.079722±0.0009, RECALL: 0.079722±0.0009, MAP: 0.043237±0.0007, MRR: 0.043237±0.0007, NDCG: 0.051921±0.0007, F1: 0.014495±0.0002, HIT_RATE: 0.079722±0.0009, ARHR: 0.043237±0.0007, RMSE: 0.993128±0.0001, NOVELTY: 0.006806±0.0000, AVERAGE_POPULARITY: 0.139805±0.0013, DIVERSITY_MEAN_INTER_LIST: 0.985902±0.0000, DIVERSITY_HERFINDAHL: 0.998585±0.0000, COVERAGE_ITEM: 0.730727±0.0019, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.280755±0.0010, SHANNON_ENTROPY: 11.843618±0.0061, 
CrossSearchBayesianSkopt: Config 144 is suboptimal. Config: {'topK': 55, 'shrink': 1999, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.064632±0.0008, PRECISION: 0.008939±0.0001, PRECISION_RECALL_MIN_DEN: 0.089390±0.0009, RECALL: 0.089390±0.0009, MAP: 0.046361±0.0008, MRR: 0.046361±0.0008, NDCG: 0.056525±0.0007, F1: 0.016253±0.0002, HIT_RATE: 0.089390±0.0009, ARHR: 0.046361±0.0008, RMSE: 0.993075±0.0000, NOVELTY: 0.006363±0.0000, AVERAGE_POPULARITY: 0.287351±0.0030, DIVERSITY_MEAN_INTER_LIST: 0.983446±0.0001, DIVERSITY_HERFINDAHL: 0.998340±0.0000, COVERAGE_ITEM: 0.748743±0.0012, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.226981±0.0009, SHANNON_ENTROPY: 11.238564±0.0089, 
CrossSearchBayesianSkopt: Config 145 is suboptimal. Config: {'topK': 989, 'shrink': 1990, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.049456±0.0004, PRECISION: 0.006982±0.0001, PRECISION_RECALL_MIN_DEN: 0.069822±0.0006, RECALL: 0.069822±0.0006, MAP: 0.035502±0.0005, MRR: 0.035502±0.0005, NDCG: 0.043572±0.0005, F1: 0.012695±0.0001, HIT_RATE: 0.069822±0.0006, ARHR: 0.035502±0.0005, RMSE: 0.980775±0.0001, NOVELTY: 0.005449±0.0000, AVERAGE_POPULARITY: 0.600705±0.0066, DIVERSITY_MEAN_INTER_LIST: 0.864856±0.0009, DIVERSITY_HERFINDAHL: 0.986481±0.0001, COVERAGE_ITEM: 0.544688±0.0051, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.089238±0.0005, SHANNON_ENTROPY: 8.105733±0.0084, 
CrossSearchBayesianSkopt: Config 146 is suboptimal. Config: {'topK': 6, 'shrink': 3, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.056110±0.0008, PRECISION: 0.007948±0.0001, PRECISION_RECALL_MIN_DEN: 0.079482±0.0011, RECALL: 0.079482±0.0011, MAP: 0.039581±0.0008, MRR: 0.039581±0.0008, NDCG: 0.048980±0.0008, F1: 0.014451±0.0002, HIT_RATE: 0.079482±0.0011, ARHR: 0.039581±0.0008, RMSE: 0.982480±0.0003, NOVELTY: 0.006925±0.0000, AVERAGE_POPULARITY: 0.156015±0.0018, DIVERSITY_MEAN_INTER_LIST: 0.989959±0.0001, DIVERSITY_HERFINDAHL: 0.998991±0.0000, COVERAGE_ITEM: 0.840573±0.0015, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.331979±0.0006, SHANNON_ENTROPY: 12.158691±0.0066, 
CrossSearchBayesianSkopt: Config 147 is suboptimal. Config: {'topK': 15, 'shrink': 1664, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.064975±0.0011, PRECISION: 0.008815±0.0002, PRECISION_RECALL_MIN_DEN: 0.088152±0.0015, RECALL: 0.088152±0.0015, MAP: 0.046632±0.0009, MRR: 0.046632±0.0009, NDCG: 0.056480±0.0010, F1: 0.016028±0.0003, HIT_RATE: 0.088152±0.0015, ARHR: 0.046632±0.0009, RMSE: 0.994415±0.0001, NOVELTY: 0.006666±0.0000, AVERAGE_POPULARITY: 0.200243±0.0018, DIVERSITY_MEAN_INTER_LIST: 0.991891±0.0000, DIVERSITY_HERFINDAHL: 0.999184±0.0000, COVERAGE_ITEM: 0.783996±0.0020, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.279031±0.0009, SHANNON_ENTROPY: 11.891671±0.0061, 
CrossSearchBayesianSkopt: Config 148 is suboptimal. Config: {'topK': 1, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.045765±0.0010, PRECISION: 0.006027±0.0001, PRECISION_RECALL_MIN_DEN: 0.060269±0.0014, RECALL: 0.060269±0.0014, MAP: 0.033522±0.0006, MRR: 0.033522±0.0006, NDCG: 0.039889±0.0008, F1: 0.010958±0.0003, HIT_RATE: 0.060269±0.0014, ARHR: 0.033522±0.0006, RMSE: 0.998394±0.0000, NOVELTY: 0.006503±0.0001, AVERAGE_POPULARITY: 0.205301±0.0020, DIVERSITY_MEAN_INTER_LIST: 0.963488±0.0003, DIVERSITY_HERFINDAHL: 0.996344±0.0000, COVERAGE_ITEM: 0.374599±0.0025, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.179592±0.0009, SHANNON_ENTROPY: 10.214567±0.0054, 
CrossSearchBayesianSkopt: Config 149 is suboptimal. Config: {'topK': 1, 'shrink': 450, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.049878±0.0011, PRECISION: 0.006505±0.0002, PRECISION_RECALL_MIN_DEN: 0.065050±0.0016, RECALL: 0.065050±0.0016, MAP: 0.036575±0.0008, MRR: 0.036575±0.0008, NDCG: 0.043374±0.0010, F1: 0.011827±0.0003, HIT_RATE: 0.065050±0.0016, ARHR: 0.036575±0.0008, RMSE: 0.993801±0.0002, NOVELTY: 0.006919±0.0000, AVERAGE_POPULARITY: 0.117582±0.0013, DIVERSITY_MEAN_INTER_LIST: 0.960884±0.0006, DIVERSITY_HERFINDAHL: 0.996084±0.0001, COVERAGE_ITEM: 0.683850±0.0037, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.262854±0.0014, SHANNON_ENTROPY: 11.325177±0.0117, 
CrossSearchBayesianSkopt: Config 150 is suboptimal. Config: {'topK': 1, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.045765±0.0010, PRECISION: 0.006027±0.0001, PRECISION_RECALL_MIN_DEN: 0.060269±0.0014, RECALL: 0.060269±0.0014, MAP: 0.033522±0.0006, MRR: 0.033522±0.0006, NDCG: 0.039889±0.0008, F1: 0.010958±0.0003, HIT_RATE: 0.060269±0.0014, ARHR: 0.033522±0.0006, RMSE: 0.998394±0.0000, NOVELTY: 0.006503±0.0001, AVERAGE_POPULARITY: 0.205301±0.0020, DIVERSITY_MEAN_INTER_LIST: 0.963488±0.0003, DIVERSITY_HERFINDAHL: 0.996344±0.0000, COVERAGE_ITEM: 0.374599±0.0025, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.179592±0.0009, SHANNON_ENTROPY: 10.214567±0.0054, 
CrossSearchBayesianSkopt: Config 151 is suboptimal. Config: {'topK': 1, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.045765±0.0010, PRECISION: 0.006027±0.0001, PRECISION_RECALL_MIN_DEN: 0.060269±0.0014, RECALL: 0.060269±0.0014, MAP: 0.033522±0.0006, MRR: 0.033522±0.0006, NDCG: 0.039889±0.0008, F1: 0.010958±0.0003, HIT_RATE: 0.060269±0.0014, ARHR: 0.033522±0.0006, RMSE: 0.998394±0.0000, NOVELTY: 0.006503±0.0001, AVERAGE_POPULARITY: 0.205301±0.0020, DIVERSITY_MEAN_INTER_LIST: 0.963488±0.0003, DIVERSITY_HERFINDAHL: 0.996344±0.0000, COVERAGE_ITEM: 0.374599±0.0025, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.179592±0.0009, SHANNON_ENTROPY: 10.214567±0.0054, 
CrossSearchBayesianSkopt: Config 152 is suboptimal. Config: {'topK': 997, 'shrink': 621, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.053898±0.0006, PRECISION: 0.007508±0.0001, PRECISION_RECALL_MIN_DEN: 0.075084±0.0011, RECALL: 0.075084±0.0011, MAP: 0.038835±0.0007, MRR: 0.038835±0.0007, NDCG: 0.047378±0.0008, F1: 0.013652±0.0002, HIT_RATE: 0.075084±0.0011, ARHR: 0.038835±0.0007, RMSE: 0.955170±0.0001, NOVELTY: 0.005770±0.0000, AVERAGE_POPULARITY: 0.483431±0.0058, DIVERSITY_MEAN_INTER_LIST: 0.929664±0.0006, DIVERSITY_HERFINDAHL: 0.992962±0.0001, COVERAGE_ITEM: 0.648759±0.0039, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.135965±0.0009, SHANNON_ENTROPY: 9.370885±0.0054, 
CrossSearchBayesianSkopt: Config 153 is suboptimal. Config: {'topK': 10, 'shrink': 1984, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.065133±0.0011, PRECISION: 0.008852±0.0001, PRECISION_RECALL_MIN_DEN: 0.088517±0.0010, RECALL: 0.088517±0.0010, MAP: 0.046877±0.0009, MRR: 0.046877±0.0009, NDCG: 0.056744±0.0009, F1: 0.016094±0.0002, HIT_RATE: 0.088517±0.0010, ARHR: 0.046877±0.0009, RMSE: 0.995588±0.0000, NOVELTY: 0.006675±0.0000, AVERAGE_POPULARITY: 0.194026±0.0019, DIVERSITY_MEAN_INTER_LIST: 0.991684±0.0001, DIVERSITY_HERFINDAHL: 0.999164±0.0000, COVERAGE_ITEM: 0.777724±0.0013, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.277331±0.0007, SHANNON_ENTROPY: 11.860950±0.0091, 
CrossSearchBayesianSkopt: Config 154 is suboptimal. Config: {'topK': 2, 'shrink': 1715, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.061060±0.0011, PRECISION: 0.008035±0.0001, PRECISION_RECALL_MIN_DEN: 0.080346±0.0014, RECALL: 0.080346±0.0014, MAP: 0.044674±0.0011, MRR: 0.044674±0.0011, NDCG: 0.053173±0.0012, F1: 0.014608±0.0002, HIT_RATE: 0.080346±0.0014, ARHR: 0.044674±0.0011, RMSE: 0.996689±0.0001, NOVELTY: 0.006716±0.0000, AVERAGE_POPULARITY: 0.161727±0.0014, DIVERSITY_MEAN_INTER_LIST: 0.982533±0.0001, DIVERSITY_HERFINDAHL: 0.998249±0.0000, COVERAGE_ITEM: 0.690187±0.0021, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.246851±0.0008, SHANNON_ENTROPY: 11.496661±0.0036, 
CrossSearchBayesianSkopt: Config 155 is suboptimal. Config: {'topK': 32, 'shrink': 1999, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.065101±0.0007, PRECISION: 0.008939±0.0001, PRECISION_RECALL_MIN_DEN: 0.089390±0.0013, RECALL: 0.089390±0.0013, MAP: 0.046663±0.0008, MRR: 0.046663±0.0008, NDCG: 0.056770±0.0009, F1: 0.016253±0.0002, HIT_RATE: 0.089390±0.0013, ARHR: 0.046663±0.0008, RMSE: 0.994155±0.0000, NOVELTY: 0.006497±0.0000, AVERAGE_POPULARITY: 0.246982±0.0020, DIVERSITY_MEAN_INTER_LIST: 0.988188±0.0002, DIVERSITY_HERFINDAHL: 0.998814±0.0000, COVERAGE_ITEM: 0.768532±0.0021, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.248166±0.0008, SHANNON_ENTROPY: 11.555574±0.0116, 
CrossSearchBayesianSkopt: Config 156 is suboptimal. Config: {'topK': 1, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.045765±0.0010, PRECISION: 0.006027±0.0001, PRECISION_RECALL_MIN_DEN: 0.060269±0.0014, RECALL: 0.060269±0.0014, MAP: 0.033522±0.0006, MRR: 0.033522±0.0006, NDCG: 0.039889±0.0008, F1: 0.010958±0.0003, HIT_RATE: 0.060269±0.0014, ARHR: 0.033522±0.0006, RMSE: 0.998394±0.0000, NOVELTY: 0.006503±0.0001, AVERAGE_POPULARITY: 0.205301±0.0020, DIVERSITY_MEAN_INTER_LIST: 0.963488±0.0003, DIVERSITY_HERFINDAHL: 0.996344±0.0000, COVERAGE_ITEM: 0.374599±0.0025, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.179592±0.0009, SHANNON_ENTROPY: 10.214567±0.0054, 
CrossSearchBayesianSkopt: Config 157 is suboptimal. Config: {'topK': 18, 'shrink': 1998, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.065069±0.0011, PRECISION: 0.008869±0.0001, PRECISION_RECALL_MIN_DEN: 0.088689±0.0015, RECALL: 0.088689±0.0015, MAP: 0.046811±0.0009, MRR: 0.046811±0.0009, NDCG: 0.056729±0.0010, F1: 0.016125±0.0003, HIT_RATE: 0.088689±0.0015, ARHR: 0.046811±0.0009, RMSE: 0.994987±0.0001, NOVELTY: 0.006607±0.0000, AVERAGE_POPULARITY: 0.215461±0.0022, DIVERSITY_MEAN_INTER_LIST: 0.990883±0.0000, DIVERSITY_HERFINDAHL: 0.999084±0.0000, COVERAGE_ITEM: 0.781433±0.0027, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.267781±0.0011, SHANNON_ENTROPY: 11.783778±0.0086, 
CrossSearchBayesianSkopt: Config 158 is suboptimal. Config: {'topK': 1, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.045765±0.0010, PRECISION: 0.006027±0.0001, PRECISION_RECALL_MIN_DEN: 0.060269±0.0014, RECALL: 0.060269±0.0014, MAP: 0.033522±0.0006, MRR: 0.033522±0.0006, NDCG: 0.039889±0.0008, F1: 0.010958±0.0003, HIT_RATE: 0.060269±0.0014, ARHR: 0.033522±0.0006, RMSE: 0.998394±0.0000, NOVELTY: 0.006503±0.0001, AVERAGE_POPULARITY: 0.205301±0.0020, DIVERSITY_MEAN_INTER_LIST: 0.963488±0.0003, DIVERSITY_HERFINDAHL: 0.996344±0.0000, COVERAGE_ITEM: 0.374599±0.0025, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.179592±0.0009, SHANNON_ENTROPY: 10.214567±0.0054, 
CrossSearchBayesianSkopt: Config 159 is suboptimal. Config: {'topK': 1, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.045765±0.0010, PRECISION: 0.006027±0.0001, PRECISION_RECALL_MIN_DEN: 0.060269±0.0014, RECALL: 0.060269±0.0014, MAP: 0.033522±0.0006, MRR: 0.033522±0.0006, NDCG: 0.039889±0.0008, F1: 0.010958±0.0003, HIT_RATE: 0.060269±0.0014, ARHR: 0.033522±0.0006, RMSE: 0.998394±0.0000, NOVELTY: 0.006503±0.0001, AVERAGE_POPULARITY: 0.205301±0.0020, DIVERSITY_MEAN_INTER_LIST: 0.963488±0.0003, DIVERSITY_HERFINDAHL: 0.996344±0.0000, COVERAGE_ITEM: 0.374599±0.0025, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.179592±0.0009, SHANNON_ENTROPY: 10.214567±0.0054, 
CrossSearchBayesianSkopt: Config 160 is suboptimal. Config: {'topK': 1, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.045765±0.0010, PRECISION: 0.006027±0.0001, PRECISION_RECALL_MIN_DEN: 0.060269±0.0014, RECALL: 0.060269±0.0014, MAP: 0.033522±0.0006, MRR: 0.033522±0.0006, NDCG: 0.039889±0.0008, F1: 0.010958±0.0003, HIT_RATE: 0.060269±0.0014, ARHR: 0.033522±0.0006, RMSE: 0.998394±0.0000, NOVELTY: 0.006503±0.0001, AVERAGE_POPULARITY: 0.205301±0.0020, DIVERSITY_MEAN_INTER_LIST: 0.963488±0.0003, DIVERSITY_HERFINDAHL: 0.996344±0.0000, COVERAGE_ITEM: 0.374599±0.0025, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.179592±0.0009, SHANNON_ENTROPY: 10.214567±0.0054, 
CrossSearchBayesianSkopt: Config 161 is suboptimal. Config: {'topK': 1, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.045765±0.0010, PRECISION: 0.006027±0.0001, PRECISION_RECALL_MIN_DEN: 0.060269±0.0014, RECALL: 0.060269±0.0014, MAP: 0.033522±0.0006, MRR: 0.033522±0.0006, NDCG: 0.039889±0.0008, F1: 0.010958±0.0003, HIT_RATE: 0.060269±0.0014, ARHR: 0.033522±0.0006, RMSE: 0.998394±0.0000, NOVELTY: 0.006503±0.0001, AVERAGE_POPULARITY: 0.205301±0.0020, DIVERSITY_MEAN_INTER_LIST: 0.963488±0.0003, DIVERSITY_HERFINDAHL: 0.996344±0.0000, COVERAGE_ITEM: 0.374599±0.0025, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.179592±0.0009, SHANNON_ENTROPY: 10.214567±0.0054, 
CrossSearchBayesianSkopt: Config 162 is suboptimal. Config: {'topK': 12, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.065200±0.0009, PRECISION: 0.008853±0.0001, PRECISION_RECALL_MIN_DEN: 0.088526±0.0011, RECALL: 0.088526±0.0011, MAP: 0.046914±0.0008, MRR: 0.046914±0.0008, NDCG: 0.056777±0.0009, F1: 0.016096±0.0002, HIT_RATE: 0.088526±0.0011, ARHR: 0.046914±0.0008, RMSE: 0.995444±0.0000, NOVELTY: 0.006661±0.0000, AVERAGE_POPULARITY: 0.199068±0.0018, DIVERSITY_MEAN_INTER_LIST: 0.991688±0.0000, DIVERSITY_HERFINDAHL: 0.999164±0.0000, COVERAGE_ITEM: 0.779454±0.0017, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.277184±0.0011, SHANNON_ENTROPY: 11.860911±0.0094, 
CrossSearchBayesianSkopt: Config 163 is suboptimal. Config: {'topK': 14, 'shrink': 4, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.053888±0.0009, PRECISION: 0.007500±0.0001, PRECISION_RECALL_MIN_DEN: 0.074998±0.0009, RECALL: 0.074998±0.0009, MAP: 0.038712±0.0010, MRR: 0.038712±0.0010, NDCG: 0.047274±0.0008, F1: 0.013636±0.0002, HIT_RATE: 0.074998±0.0009, ARHR: 0.038712±0.0010, RMSE: 0.979271±0.0003, NOVELTY: 0.006932±0.0000, AVERAGE_POPULARITY: 0.155581±0.0018, DIVERSITY_MEAN_INTER_LIST: 0.994424±0.0000, DIVERSITY_HERFINDAHL: 0.999438±0.0000, COVERAGE_ITEM: 0.884639±0.0016, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.368617±0.0011, SHANNON_ENTROPY: 12.534237±0.0058, 
CrossSearchBayesianSkopt: Config 164 is suboptimal. Config: {'topK': 1, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.051489±0.0014, PRECISION: 0.006496±0.0002, PRECISION_RECALL_MIN_DEN: 0.064964±0.0017, RECALL: 0.064964±0.0017, MAP: 0.038575±0.0012, MRR: 0.038575±0.0012, NDCG: 0.044910±0.0013, F1: 0.011812±0.0003, HIT_RATE: 0.064964±0.0017, ARHR: 0.038575±0.0012, RMSE: 0.997984±0.0001, NOVELTY: 0.006791±0.0000, AVERAGE_POPULARITY: 0.143333±0.0012, DIVERSITY_MEAN_INTER_LIST: 0.967057±0.0003, DIVERSITY_HERFINDAHL: 0.996701±0.0000, COVERAGE_ITEM: 0.608997±0.0035, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.237147±0.0014, SHANNON_ENTROPY: 11.134294±0.0051, 
CrossSearchBayesianSkopt: Config 165 is suboptimal. Config: {'topK': 1, 'shrink': 2000, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.045765±0.0010, PRECISION: 0.006027±0.0001, PRECISION_RECALL_MIN_DEN: 0.060269±0.0014, RECALL: 0.060269±0.0014, MAP: 0.033522±0.0006, MRR: 0.033522±0.0006, NDCG: 0.039889±0.0008, F1: 0.010958±0.0003, HIT_RATE: 0.060269±0.0014, ARHR: 0.033522±0.0006, RMSE: 0.998394±0.0000, NOVELTY: 0.006503±0.0001, AVERAGE_POPULARITY: 0.205301±0.0020, DIVERSITY_MEAN_INTER_LIST: 0.963488±0.0003, DIVERSITY_HERFINDAHL: 0.996344±0.0000, COVERAGE_ITEM: 0.374599±0.0025, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.179592±0.0009, SHANNON_ENTROPY: 10.214567±0.0054, 
CrossSearchBayesianSkopt: Config 166 is suboptimal. Config: {'topK': 9, 'shrink': 346, 'normalize': True, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'dice'} - results: ROC_AUC: 0.061136±0.0012, PRECISION: 0.008533±0.0001, PRECISION_RECALL_MIN_DEN: 0.085329±0.0014, RECALL: 0.085329±0.0014, MAP: 0.043217±0.0010, MRR: 0.043217±0.0010, NDCG: 0.053165±0.0011, F1: 0.015514±0.0003, HIT_RATE: 0.085329±0.0014, ARHR: 0.043217±0.0010, RMSE: 0.942323±0.0010, NOVELTY: 0.005958±0.0000, AVERAGE_POPULARITY: 0.328595±0.0039, DIVERSITY_MEAN_INTER_LIST: 0.980982±0.0001, DIVERSITY_HERFINDAHL: 0.998093±0.0000, COVERAGE_ITEM: 0.486218±0.0047, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.140288±0.0007, SHANNON_ENTROPY: 10.271923±0.0086, 
CrossSearchBayesianSkopt: Config 167 is suboptimal. Config: {'topK': 2, 'shrink': 895, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.060446±0.0008, PRECISION: 0.008001±0.0001, PRECISION_RECALL_MIN_DEN: 0.080010±0.0011, RECALL: 0.080010±0.0011, MAP: 0.043785±0.0009, MRR: 0.043785±0.0009, NDCG: 0.052416±0.0009, F1: 0.014547±0.0002, HIT_RATE: 0.080010±0.0011, ARHR: 0.043785±0.0009, RMSE: 0.994474±0.0001, NOVELTY: 0.006771±0.0000, AVERAGE_POPULARITY: 0.147695±0.0012, DIVERSITY_MEAN_INTER_LIST: 0.985124±0.0001, DIVERSITY_HERFINDAHL: 0.998508±0.0000, COVERAGE_ITEM: 0.717426±0.0015, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.268830±0.0009, SHANNON_ENTROPY: 11.733635±0.0021, 
