CrossSearchBayesianSkopt: New best config found. Config 0: {'topK': 139, 'shrink': 1420, 'normalize': False, 'alpha_weight': 1.6, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.6803447963711181, 'feature_weighting': 'none'} - results: ROC_AUC: 0.073387±0.0005, PRECISION: 0.009985±0.0001, PRECISION_RECALL_MIN_DEN: 0.099852±0.0006, RECALL: 0.099852±0.0006, MAP: 0.053483±0.0005, MRR: 0.053483±0.0005, NDCG: 0.064448±0.0005, F1: 0.018155±0.0001, HIT_RATE: 0.099852±0.0006, ARHR: 0.053483±0.0005, RMSE: 0.962369±0.0002, NOVELTY: 0.005703±0.0000, AVERAGE_POPULARITY: 0.472488±0.0041, DIVERSITY_MEAN_INTER_LIST: 0.943153±0.0005, DIVERSITY_HERFINDAHL: 0.994310±0.0000, COVERAGE_ITEM: 0.448748±0.0024, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.132365±0.0009, SHANNON_ENTROPY: 9.430166±0.0106, 
CrossSearchBayesianSkopt: Config 125 is suboptimal. Config: {'topK': 187, 'shrink': 2000, 'normalize': False, 'alpha_weight': 0.34, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 2.0, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.064752±0.0012, PRECISION: 0.008934±0.0002, PRECISION_RECALL_MIN_DEN: 0.089338±0.0015, RECALL: 0.089338±0.0015, MAP: 0.046862±0.0010, MRR: 0.046862±0.0010, NDCG: 0.056889±0.0011, F1: 0.016243±0.0003, HIT_RATE: 0.089338±0.0015, ARHR: 0.046862±0.0010, RMSE: 0.895057±0.0010, NOVELTY: 0.005487±0.0000, AVERAGE_POPULARITY: 0.532175±0.0043, DIVERSITY_MEAN_INTER_LIST: 0.910304±0.0005, DIVERSITY_HERFINDAHL: 0.991025±0.0000, COVERAGE_ITEM: 0.626548±0.0036, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.126463±0.0005, SHANNON_ENTROPY: 9.027928±0.0099, 
CrossSearchBayesianSkopt: Config 126 is suboptimal. Config: {'topK': 107, 'shrink': 2000, 'normalize': False, 'alpha_weight': 0.86, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.911546654011876, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.080069±0.0007, PRECISION: 0.010902±0.0001, PRECISION_RECALL_MIN_DEN: 0.109022±0.0009, RECALL: 0.109022±0.0009, MAP: 0.057836±0.0007, MRR: 0.057836±0.0007, NDCG: 0.069954±0.0008, F1: 0.019822±0.0002, HIT_RATE: 0.109022±0.0009, ARHR: 0.057836±0.0007, RMSE: 0.881536±0.0030, NOVELTY: 0.006036±0.0000, AVERAGE_POPULARITY: 0.367076±0.0031, DIVERSITY_MEAN_INTER_LIST: 0.969103±0.0002, DIVERSITY_HERFINDAHL: 0.996905±0.0000, COVERAGE_ITEM: 0.771322±0.0023, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.202310±0.0004, SHANNON_ENTROPY: 10.723985±0.0042, 
CrossSearchBayesianSkopt: Config 127 is suboptimal. Config: {'topK': 59, 'shrink': 175, 'normalize': True, 'alpha_weight': 0.98, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.30767935926451934, 'feature_weighting': 'none'} - results: ROC_AUC: 0.056743±0.0007, PRECISION: 0.007421±0.0001, PRECISION_RECALL_MIN_DEN: 0.074211±0.0007, RECALL: 0.074211±0.0007, MAP: 0.042210±0.0005, MRR: 0.042210±0.0005, NDCG: 0.049826±0.0005, F1: 0.013493±0.0001, HIT_RATE: 0.074211±0.0007, ARHR: 0.042210±0.0005, RMSE: 0.952553±0.0003, NOVELTY: 0.006838±0.0000, AVERAGE_POPULARITY: 0.115108±0.0009, DIVERSITY_MEAN_INTER_LIST: 0.997516±0.0000, DIVERSITY_HERFINDAHL: 0.999746±0.0000, COVERAGE_ITEM: 0.902114±0.0010, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.465751±0.0011, SHANNON_ENTROPY: 13.142046±0.0040, 
CrossSearchBayesianSkopt: Config 128 is suboptimal. Config: {'topK': 126, 'shrink': 2000, 'normalize': False, 'alpha_weight': 1.12, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.079808±0.0008, PRECISION: 0.010895±0.0001, PRECISION_RECALL_MIN_DEN: 0.108953±0.0005, RECALL: 0.108953±0.0005, MAP: 0.057653±0.0006, MRR: 0.057653±0.0006, NDCG: 0.069791±0.0006, F1: 0.019810±0.0001, HIT_RATE: 0.108953±0.0005, ARHR: 0.057653±0.0006, RMSE: 0.909474±0.0030, NOVELTY: 0.005852±0.0000, AVERAGE_POPULARITY: 0.425376±0.0034, DIVERSITY_MEAN_INTER_LIST: 0.957237±0.0003, DIVERSITY_HERFINDAHL: 0.995718±0.0000, COVERAGE_ITEM: 0.612955±0.0029, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.151927±0.0007, SHANNON_ENTROPY: 9.995595±0.0067, 
CrossSearchBayesianSkopt: Config 129 is suboptimal. Config: {'topK': 152, 'shrink': 2000, 'normalize': False, 'alpha_weight': 0.76, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.063804±0.0008, PRECISION: 0.008834±0.0001, PRECISION_RECALL_MIN_DEN: 0.088336±0.0015, RECALL: 0.088336±0.0015, MAP: 0.046778±0.0008, MRR: 0.046778±0.0008, NDCG: 0.056563±0.0008, F1: 0.016061±0.0003, HIT_RATE: 0.088336±0.0015, ARHR: 0.046778±0.0008, RMSE: 0.883509±0.0019, NOVELTY: 0.005448±0.0000, AVERAGE_POPULARITY: 0.562382±0.0048, DIVERSITY_MEAN_INTER_LIST: 0.902688±0.0005, DIVERSITY_HERFINDAHL: 0.990264±0.0000, COVERAGE_ITEM: 0.507770±0.0037, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.099867±0.0005, SHANNON_ENTROPY: 8.604950±0.0063, 
CrossSearchBayesianSkopt: Config 130 is suboptimal. Config: {'topK': 151, 'shrink': 2000, 'normalize': False, 'alpha_weight': 0.76, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.063820±0.0008, PRECISION: 0.008836±0.0001, PRECISION_RECALL_MIN_DEN: 0.088359±0.0014, RECALL: 0.088359±0.0014, MAP: 0.046772±0.0008, MRR: 0.046772±0.0008, NDCG: 0.056564±0.0008, F1: 0.016065±0.0003, HIT_RATE: 0.088359±0.0014, ARHR: 0.046772±0.0008, RMSE: 0.883651±0.0019, NOVELTY: 0.005449±0.0000, AVERAGE_POPULARITY: 0.561792±0.0047, DIVERSITY_MEAN_INTER_LIST: 0.903065±0.0004, DIVERSITY_HERFINDAHL: 0.990301±0.0000, COVERAGE_ITEM: 0.508137±0.0036, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.100023±0.0005, SHANNON_ENTROPY: 8.610918±0.0064, 
CrossSearchBayesianSkopt: Config 131 is suboptimal. Config: {'topK': 149, 'shrink': 2000, 'normalize': False, 'alpha_weight': 0.76, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.063891±0.0007, PRECISION: 0.008846±0.0001, PRECISION_RECALL_MIN_DEN: 0.088461±0.0013, RECALL: 0.088461±0.0013, MAP: 0.046816±0.0007, MRR: 0.046816±0.0007, NDCG: 0.056622±0.0007, F1: 0.016084±0.0002, HIT_RATE: 0.088461±0.0013, ARHR: 0.046816±0.0007, RMSE: 0.883960±0.0019, NOVELTY: 0.005452±0.0000, AVERAGE_POPULARITY: 0.560604±0.0048, DIVERSITY_MEAN_INTER_LIST: 0.903763±0.0004, DIVERSITY_HERFINDAHL: 0.990371±0.0000, COVERAGE_ITEM: 0.509067±0.0039, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.100344±0.0005, SHANNON_ENTROPY: 8.623337±0.0061, 
CrossSearchBayesianSkopt: Config 132 is suboptimal. Config: {'topK': 128, 'shrink': 1934, 'normalize': False, 'alpha_weight': 1.12, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.079780±0.0007, PRECISION: 0.010898±0.0001, PRECISION_RECALL_MIN_DEN: 0.108976±0.0007, RECALL: 0.108976±0.0007, MAP: 0.057633±0.0006, MRR: 0.057633±0.0006, NDCG: 0.069779±0.0006, F1: 0.019814±0.0001, HIT_RATE: 0.108976±0.0007, ARHR: 0.057633±0.0006, RMSE: 0.915037±0.0030, NOVELTY: 0.005848±0.0000, AVERAGE_POPULARITY: 0.426810±0.0033, DIVERSITY_MEAN_INTER_LIST: 0.956843±0.0003, DIVERSITY_HERFINDAHL: 0.995679±0.0000, COVERAGE_ITEM: 0.611365±0.0033, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.151279±0.0007, SHANNON_ENTROPY: 9.981678±0.0073, 
CrossSearchBayesianSkopt: Config 133 is suboptimal. Config: {'topK': 200, 'shrink': 2000, 'normalize': False, 'alpha_weight': 0.96, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.077875±0.0009, PRECISION: 0.010687±0.0001, PRECISION_RECALL_MIN_DEN: 0.106869±0.0008, RECALL: 0.106869±0.0008, MAP: 0.056137±0.0009, MRR: 0.056137±0.0009, NDCG: 0.068129±0.0009, F1: 0.019431±0.0002, HIT_RATE: 0.106869±0.0008, ARHR: 0.056137±0.0009, RMSE: 0.869745±0.0027, NOVELTY: 0.005791±0.0000, AVERAGE_POPULARITY: 0.453533±0.0034, DIVERSITY_MEAN_INTER_LIST: 0.946862±0.0003, DIVERSITY_HERFINDAHL: 0.994681±0.0000, COVERAGE_ITEM: 0.657086±0.0033, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.149894±0.0004, SHANNON_ENTROPY: 9.805456±0.0051, 
CrossSearchBayesianSkopt: Config 134 is suboptimal. Config: {'topK': 200, 'shrink': 2000, 'normalize': False, 'alpha_weight': 0.76, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.077442±0.0008, PRECISION: 0.010630±0.0001, PRECISION_RECALL_MIN_DEN: 0.106299±0.0013, RECALL: 0.106299±0.0013, MAP: 0.055933±0.0009, MRR: 0.055933±0.0009, NDCG: 0.067836±0.0009, F1: 0.019327±0.0002, HIT_RATE: 0.106299±0.0013, ARHR: 0.055933±0.0009, RMSE: 0.846795±0.0025, NOVELTY: 0.005927±0.0000, AVERAGE_POPULARITY: 0.410519±0.0029, DIVERSITY_MEAN_INTER_LIST: 0.956776±0.0003, DIVERSITY_HERFINDAHL: 0.995672±0.0000, COVERAGE_ITEM: 0.771938±0.0014, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.191994±0.0004, SHANNON_ENTROPY: 10.368987±0.0061, 
CrossSearchBayesianSkopt: Config 135 is suboptimal. Config: {'topK': 200, 'shrink': 2000, 'normalize': False, 'alpha_weight': 0.72, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.077077±0.0009, PRECISION: 0.010560±0.0001, PRECISION_RECALL_MIN_DEN: 0.105604±0.0014, RECALL: 0.105604±0.0014, MAP: 0.055812±0.0009, MRR: 0.055812±0.0009, NDCG: 0.067582±0.0010, F1: 0.019201±0.0003, HIT_RATE: 0.105604±0.0014, ARHR: 0.055812±0.0009, RMSE: 0.843623±0.0025, NOVELTY: 0.005960±0.0000, AVERAGE_POPULARITY: 0.398981±0.0027, DIVERSITY_MEAN_INTER_LIST: 0.959309±0.0002, DIVERSITY_HERFINDAHL: 0.995925±0.0000, COVERAGE_ITEM: 0.792484±0.0011, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.203729±0.0005, SHANNON_ENTROPY: 10.512618±0.0058, 
CrossSearchBayesianSkopt: Config 136 is suboptimal. Config: {'topK': 200, 'shrink': 0, 'normalize': False, 'alpha_weight': 0.34, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 2.0, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.064843±0.0006, PRECISION: 0.008852±0.0001, PRECISION_RECALL_MIN_DEN: 0.088518±0.0006, RECALL: 0.088518±0.0006, MAP: 0.047126±0.0007, MRR: 0.047126±0.0007, NDCG: 0.056908±0.0006, F1: 0.016094±0.0001, HIT_RATE: 0.088518±0.0006, ARHR: 0.047126±0.0007, RMSE: 414.419945±1.6104, NOVELTY: 0.006414±0.0000, AVERAGE_POPULARITY: 0.222943±0.0014, DIVERSITY_MEAN_INTER_LIST: 0.989125±0.0001, DIVERSITY_HERFINDAHL: 0.998907±0.0000, COVERAGE_ITEM: 0.927224±0.0008, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.391384±0.0007, SHANNON_ENTROPY: 12.421553±0.0037, 
CrossSearchBayesianSkopt: Config 137 is suboptimal. Config: {'topK': 111, 'shrink': 2000, 'normalize': False, 'alpha_weight': 0.86, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.0745252564903294, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.080083±0.0007, PRECISION: 0.010902±0.0001, PRECISION_RECALL_MIN_DEN: 0.109022±0.0010, RECALL: 0.109022±0.0010, MAP: 0.057832±0.0008, MRR: 0.057832±0.0008, NDCG: 0.069950±0.0008, F1: 0.019822±0.0002, HIT_RATE: 0.109022±0.0010, ARHR: 0.057832±0.0008, RMSE: 0.880171±0.0030, NOVELTY: 0.006026±0.0000, AVERAGE_POPULARITY: 0.370806±0.0034, DIVERSITY_MEAN_INTER_LIST: 0.968297±0.0002, DIVERSITY_HERFINDAHL: 0.996824±0.0000, COVERAGE_ITEM: 0.768154±0.0020, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.200243±0.0004, SHANNON_ENTROPY: 10.688055±0.0031, 
CrossSearchBayesianSkopt: Config 138 is suboptimal. Config: {'topK': 200, 'shrink': 2000, 'normalize': False, 'alpha_weight': 0.96, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 2.0, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.077875±0.0009, PRECISION: 0.010687±0.0001, PRECISION_RECALL_MIN_DEN: 0.106869±0.0008, RECALL: 0.106869±0.0008, MAP: 0.056137±0.0009, MRR: 0.056137±0.0009, NDCG: 0.068129±0.0009, F1: 0.019431±0.0002, HIT_RATE: 0.106869±0.0008, ARHR: 0.056137±0.0009, RMSE: 0.869745±0.0027, NOVELTY: 0.005791±0.0000, AVERAGE_POPULARITY: 0.453533±0.0034, DIVERSITY_MEAN_INTER_LIST: 0.946862±0.0003, DIVERSITY_HERFINDAHL: 0.994681±0.0000, COVERAGE_ITEM: 0.657086±0.0033, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.149894±0.0004, SHANNON_ENTROPY: 9.805456±0.0051, 
CrossSearchBayesianSkopt: Config 139 is suboptimal. Config: {'topK': 108, 'shrink': 2000, 'normalize': False, 'alpha_weight': 0.86, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.080110±0.0007, PRECISION: 0.010914±0.0001, PRECISION_RECALL_MIN_DEN: 0.109135±0.0008, RECALL: 0.109135±0.0008, MAP: 0.057840±0.0007, MRR: 0.057840±0.0007, NDCG: 0.069983±0.0007, F1: 0.019843±0.0001, HIT_RATE: 0.109135±0.0008, ARHR: 0.057840±0.0007, RMSE: 0.881210±0.0030, NOVELTY: 0.006035±0.0000, AVERAGE_POPULARITY: 0.367952±0.0032, DIVERSITY_MEAN_INTER_LIST: 0.968910±0.0002, DIVERSITY_HERFINDAHL: 0.996885±0.0000, COVERAGE_ITEM: 0.770143±0.0018, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.201892±0.0003, SHANNON_ENTROPY: 10.715386±0.0044, 
CrossSearchBayesianSkopt: Config 140 is suboptimal. Config: {'topK': 106, 'shrink': 2000, 'normalize': False, 'alpha_weight': 0.86, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.080153±0.0007, PRECISION: 0.010912±0.0001, PRECISION_RECALL_MIN_DEN: 0.109124±0.0008, RECALL: 0.109124±0.0008, MAP: 0.057909±0.0008, MRR: 0.057909±0.0008, NDCG: 0.070033±0.0008, F1: 0.019841±0.0002, HIT_RATE: 0.109124±0.0008, ARHR: 0.057909±0.0008, RMSE: 0.881947±0.0030, NOVELTY: 0.006040±0.0000, AVERAGE_POPULARITY: 0.366073±0.0031, DIVERSITY_MEAN_INTER_LIST: 0.969322±0.0002, DIVERSITY_HERFINDAHL: 0.996927±0.0000, COVERAGE_ITEM: 0.772685±0.0016, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.202762±0.0004, SHANNON_ENTROPY: 10.733607±0.0048, 
CrossSearchBayesianSkopt: Config 141 is suboptimal. Config: {'topK': 125, 'shrink': 2000, 'normalize': False, 'alpha_weight': 0.06, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.052920±0.0007, PRECISION: 0.007178±0.0001, PRECISION_RECALL_MIN_DEN: 0.071785±0.0011, RECALL: 0.071785±0.0011, MAP: 0.038033±0.0005, MRR: 0.038033±0.0005, NDCG: 0.046038±0.0005, F1: 0.013052±0.0002, HIT_RATE: 0.071785±0.0011, ARHR: 0.038033±0.0005, RMSE: 0.890312±0.0020, NOVELTY: 0.005804±0.0000, AVERAGE_POPULARITY: 0.202184±0.0014, DIVERSITY_MEAN_INTER_LIST: 0.991699±0.0001, DIVERSITY_HERFINDAHL: 0.999164±0.0000, COVERAGE_ITEM: 0.814426±0.0032, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.287215±0.0010, SHANNON_ENTROPY: 12.031986±0.0038, 
CrossSearchBayesianSkopt: Config 142 is suboptimal. Config: {'topK': 107, 'shrink': 2000, 'normalize': False, 'alpha_weight': 0.76, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.079608±0.0007, PRECISION: 0.010817±0.0001, PRECISION_RECALL_MIN_DEN: 0.108167±0.0012, RECALL: 0.108167±0.0012, MAP: 0.057595±0.0007, MRR: 0.057595±0.0007, NDCG: 0.069573±0.0007, F1: 0.019667±0.0002, HIT_RATE: 0.108167±0.0012, ARHR: 0.057595±0.0007, RMSE: 0.872242±0.0029, NOVELTY: 0.006110±0.0000, AVERAGE_POPULARITY: 0.342670±0.0030, DIVERSITY_MEAN_INTER_LIST: 0.973249±0.0002, DIVERSITY_HERFINDAHL: 0.997319±0.0000, COVERAGE_ITEM: 0.815550±0.0016, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.229682±0.0005, SHANNON_ENTROPY: 11.027231±0.0046, 
CrossSearchBayesianSkopt: Config 143 is suboptimal. Config: {'topK': 200, 'shrink': 2000, 'normalize': False, 'alpha_weight': 0.48, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.064023±0.0010, PRECISION: 0.008851±0.0001, PRECISION_RECALL_MIN_DEN: 0.088507±0.0013, RECALL: 0.088507±0.0013, MAP: 0.046569±0.0010, MRR: 0.046569±0.0010, NDCG: 0.056459±0.0010, F1: 0.016092±0.0002, HIT_RATE: 0.088507±0.0013, ARHR: 0.046569±0.0010, RMSE: 0.878220±0.0008, NOVELTY: 0.005434±0.0000, AVERAGE_POPULARITY: 0.565115±0.0046, DIVERSITY_MEAN_INTER_LIST: 0.896444±0.0004, DIVERSITY_HERFINDAHL: 0.989639±0.0000, COVERAGE_ITEM: 0.569905±0.0049, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.107824±0.0006, SHANNON_ENTROPY: 8.632826±0.0085, 
CrossSearchBayesianSkopt: Config 144 is suboptimal. Config: {'topK': 200, 'shrink': 2000, 'normalize': False, 'alpha_weight': 0.0, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.029248±0.0006, PRECISION: 0.004308±0.0001, PRECISION_RECALL_MIN_DEN: 0.043080±0.0008, RECALL: 0.043080±0.0008, MAP: 0.019723±0.0005, MRR: 0.019723±0.0005, NDCG: 0.025209±0.0005, F1: 0.007833±0.0001, HIT_RATE: 0.043080±0.0008, ARHR: 0.019723±0.0005, RMSE: 0.976363±0.0001, NOVELTY: 0.005622±0.0000, AVERAGE_POPULARITY: 0.085984±0.0006, DIVERSITY_MEAN_INTER_LIST: 0.997009±0.0000, DIVERSITY_HERFINDAHL: 0.999695±0.0000, COVERAGE_ITEM: 0.861119±0.0021, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.364397±0.0005, SHANNON_ENTROPY: 12.767657±0.0030, 
